,Colorado Rapids North,,,1070 W 124th Ave #100, Westminster, CO 80234,,,http://rapidsyouthsoccer.org/north/,,,
,Colorado Rapids South,,,111 Havana St #120, Aurora, CO 80010,,,https://maps.google.com/?q=111+Havana+St+%23120,+Aurora,+CO+80010&ftid=0x876c7cdddf757949:0x821ca097d576c401,,,
,Colorado Rush Soccer Club,,,9665 Roxborough Park Rd, Littleton, CO 80125,,,http://www.coloradorush.com/,,,
,North Denver Rush,,,13385 Holly St, Thornton, CO 80241,,,http://northdenverrush.com/,,,
,Mountain Rush,,,32135 Castle Ct, Evergreen, CO 80439,,,https://maps.google.com/?q=32135+Castle+Ct,+Evergreen,+CO+80439&ftid=0x876b9f294073d523:0x565ddef048a6205e,,,
,Rush Pikes Peak Soccer Club,,,5865 Lehman Dr #100, Colorado Springs, CO 80918,,,http://www.rushpikespeak.com/,,,
,Crestmoor Cranmer Soccer Club,,,4501 E 1st Ave, Denver, CO 80220,,,https://maps.google.com/?q=4501+E+1st+Ave,+Denver,+CO+80220&ftid=0x876c7c26d1483dcd:0x81003c51edfeb8a8,,,
,Delta County Youth Soccer,,,Paonia, CO 81428,,,https://maps.google.com/?q=81428&ftid=0x874094b427c0101f:0xee67bb0cddfb6c38,,,
,Denver Kickers Sport Club,,,16776 W 50th Ave, Golden, CO 80403,,,http://www.denverkickers.com/,,,
,Ethio Walya,,,1450 S Havana St, Aurora, CO 80012,,,https://maps.google.com/?q=1450+S+Havana+St,+Aurora,+CO+80012&ftid=0x876c7d416d41351f:0x4a0f53cd94b0e244,,,
,FC Brighton,,,992 S 4th Ave, Brighton, CO 80601,,,http://www.fcbrighton.com/,,,
,FC Colorado,,,1712 9th St, Greeley, CO 80631,,,http://www.fccolorado.com/,,,
,Glenwood Springs Soccer Club,,,286 Silver King Ct, Glenwood Springs, CO 81601,,,http://www.glenwoodsoccer.org/,,,
,Grand County Intermountain SC,,,100 W Diamond Ave, Granby, CO 80446,,,https://maps.google.com/?q=100+W+Diamond+Ave,+Granby,+CO+80446&ftid=0x876a2f35337ccbeb:0xe368e287bcef7118,,,
,Grand Junction Fire FC Soccer Club,,,2791 Printers Ct, Grand Junction, CO 81506,,,http://www.gjsoccer.org/,,,
,Indios Denver SC,,,1870 W Asbury Ave, Denver, CO 80223,,,https://maps.google.com/?q=1870+W+Asbury+Ave,+Denver,+CO+80223&ftid=0x876c7f960f8931e5:0x8be6b7a7eec32d6d,,,
,Littleton Soccer Club/Colorado United,,,6558 S Acoma St, Littleton, CO 80120,,,https://coloradounitedsoccer.com/,,,
,Montrose Soccer Club,,,16888 6400 Rd, Montrose, CO 81403,,,https://maps.google.com/?q=16888+6400+Rd,+Montrose,+CO+81403&ftid=0x873f503bb65ed761:0x3196175822499f4b,,,
,Northern Colorado Rush Soccer Club,,,4681 W 20th St #203, Greeley, CO 80634,,,http://www.norcorush.com/,,,
,Ouray County Soccer Club,,,Ouray County, CO,,,https://maps.google.com/?q=Ouray+County,+CO&ftid=0x8738b4e4815b2b11:0x64d9b9652d149840,,,
,Pagosa Youth Soccer,,,684 S 5th St, Pagosa Springs, CO 81147,,,https://maps.google.com/?q=684+S+5th+St,+Pagosa+Springs,+CO+81147&ftid=0x873ddb5984cb82e1:0xb30af4505be5043c,,,
,Palmer Divide Soccer Club,,,1330 Creekside Dr, Monument, CO 80132,,,https://maps.google.com/?q=1330+Creekside+Dr,+Monument,+CO+80132&ftid=0x876cb2809aac8aaf:0x39fba61e367108e7,,,
,Parachute/Battlement Mesa Parks and Recreation,,,398 Arroyo Dr, Parachute, CO 81635,,,http://www.gvrc.net/,,,
,Pirate Youth Sports,,,3030 S Washington St, Englewood, CO 80113,,,http://pirateyouthsports.com/app/GetClubContacts/List/?org=Englewoodysa.com&teamid=,,,
,Pride Soccer Club,,,5955 Lehman Dr #100, Colorado Springs, CO 80918,,,http://www.pridesoccer.com/,,,
,Pueblo Rangers Soccer Club,,,635 W Corona Ave #113, Pueblo, CO 81004,,,http://www.pueblorangers.net/,,,
,Real Colorado,,,8200 S Akron St Suite 122, Centennial, CO 80112,,,http://www.realcolorado.net/,,,
,Rio Rapids Durango SC,,,862 Main Ave #203, Durango, CO 81301,,,https://maps.google.com/?q=862+Main+Ave+%23203,+Durango,+CO+81301&ftid=0x873c02a193a608a7:0xa3691d91404523ce,,,
,Riverside Soccer Club,,,3742 W Princeton Cir, Denver, CO 80236,,,https://support.google.com/contributionpolicy/answer/7400114,,,
,Roaring Fork Valley SC,,,Eagle County Dr, El Jebel, CO 81623,,,https://maps.google.com/?q=Eagle+County+Dr,+El+Jebel,+CO+81623&ftid=0x8741b285b6f1205f:0x19cf5b6ee68f069b,,,
,Rocky Mountain Soccer Academy,,,Bldg 1, 14231 E 4th Ave Suite 103, Aurora, CO 80011,,,http://www.rmsasoccer.org/,,,
,Skyline Soccer Association,,,3799 S Jason St, Englewood, CO 80110,,,http://www.skylinesoccer.org/,,,
,Steamboat Springs Youth Soccer,,,2667 Copper Ridge Cir, Steamboat Springs, CO 80487,,,https://www.steamboat-soccer.com/,,,
,Telluride Youth Soccer,,,Telluride, CO 81435,,,https://maps.google.com/?q=81435&ftid=0x873ed7dee5611581:0xa8184760cb8e44b,,,
,Thunder Mountain United SC,,,3198 F Rd #104, Grand Junction, CO 81504,,,https://maps.google.com/?q=3198+F+Rd+%23104,+Grand+Junction,+CO+81504&ftid=0x87471f1102d79e81:0xd99a9d9219efd5ce,,,
,Tri-City Soccer,,,Cortez, CO 81321,,,https://maps.google.com/?q=81321&ftid=0x873973f5b2546d41:0x63742cb4d67f0fe2,,,
,United Soccer Club,,,1327 W Eisenhower Blvd unit b, Loveland, CO 80537,,,http://www.unitedsoccerco.org/,,,
,Vail Valley Soccer Club,,,331 Metcalf Rd, Cordillera, CO 81632,,,https://www.vailsoccer.com/,,,
,West Elk SA,,,214 6th St #8, Crested Butte, CO 81224,,,https://maps.google.com/?q=214+6th+St+%238,+Crested+Butte,+CO+81224&ftid=0x874072402e8e340d:0x586b01fc1b4c617,,,
,Westminster Soccer,,,9035 Wadsworth Pkwy #1300, Westminster, CO 80031,,,http://westminstersoccer.net/,,,
,Wheat Ridge Avalanche,,,4005 Kipling St, Wheat Ridge, CO 80033,,,https://maps.google.com/?q=4005+Kipling+St,+Wheat+Ridge,+CO+80033&ftid=0x876b8665780272f3:0x4d4bfac9ea70b994,,,
,WOW FC,,,Denver, CO 80239,,,https://maps.google.com/?q=Denver,+CO+80239&ftid=0x876c64fa0e6fe595:0x763993672ad72436,,,
,Boulder County United Soccer Club,,,555 Aspen Ridge Dr Unit E, Lafayette, CO 80026,,,https://bouldercountyunited.com/,,,
,High Country Soccer Association Summitt Strikers,,,518 Brian Ave #1996, Silverthorne, CO 80498,,,http://www.highcountrysoccer.com/,,,
,BVB International Academy Colorado,,,,,,,,,
,Colorado Ignite SC,,,,,,,,,
,Kick2Build,,,,,,,,,
,Windsor Warriors AFC,,,,,,,,,
,Colorado Elevation FC,,,,,,,,,
,BVB International Academy CO - Pueblo,,,422 W 6th St Suite 100, Pueblo, CO 81003,,,http://www.bvbinternationalacademy-co.com/pueblo,,,
,Colorado EDGE Soccer Club - Arvada Soccer Club,,,200, 5400 Ward Rd Building 1 Suite 200, Arvada, CO 80002,,,http://edgesoccer.net/,,,
,Real Colorado North Campus,,,1823 Sunset Pl suite f, Longmont, CO 80501,,,https://www.realcolorado.net/rc-north-community,,,
